教育少儿,#genre#
爆笑来袭-小品欢乐集结号,http://nn.7x9d.cn/xz/yy.php?id=1382735558
泡芙陪你看电影,http://nn.7x9d.cn/xz/yy.php?id=24407222
白领被迫当楼奴?,http://nn.7x9d.cn/xz/yy.php?id=1382736832
宫心计-港剧-古装,http://nn.7x9d.cn/xz/yy.php?id=1354933540
刘旸教主脱口秀合集,http://nn.7x9d.cn/xz/yy.php?id=1354930189
雍正王朝 线路2,http://nn.7x9d.cn/xz/yy.php?id=1459714870
热血战争巨作,http://nn.7x9d.cn/xz/yy.php?id=1382745087
抗日神片,燃爆抗战热血魂,http://nn.7x9d.cn/xz/yy.php?id=1354926600
本山快乐营2,http://nn.7x9d.cn/xz/yy.php?id=1382736718
能耐大了!德云社演技爆棚,http://nn.7x9d.cn/xz/yy.php?id=1354930915
老卓电影,http://nn.7x9d.cn/xz/yy.php?id=1354770516
国产家庭电视剧-如果岁月可回头,http://nn.7x9d.cn/xz/yy.php?id=1382736883
成龙大哥火爆力作,http://nn.7x9d.cn/xz/yy.php?id=1382736841
本山选谁上-喜剧人选拔,http://nn.7x9d.cn/xz/yy.php?id=1382749878
九层妖塔,http://nn.7x9d.cn/xz/yy.php?id=1354936116
最后一颗子弹留给我,http://nn.7x9d.cn/xz/yy.php?id=1451574188
电视剧-流金岁月,http://nn.7x9d.cn/xz/yy.php?id=1382749906
再现吴道子:画圣,http://nn.7x9d.cn/xz/yy.php?id=1354932365
1930年代经典电影,http://nn.7x9d.cn/xz/yy.php?id=1356363815
霹雳火:速度与激情,http://nn.7x9d.cn/xz/yy.php?id=1382736895
纪晓岚专属,http://nn.7x9d.cn/xz/yy.php?id=1353811810
洪金宝经典喜剧电影,http://nn.7x9d.cn/xz/yy.php?id=1354889042
海王-院线大片,http://nn.7x9d.cn/xz/yy.php?id=1354936142
孙红雷古天乐主演犯罪动作片,http://nn.7x9d.cn/xz/yy.php?id=1382735552
科幻佳片-银翼杀手2049,http://nn.7x9d.cn/xz/yy.php?id=1354936136
战争与女性,http://nn.7x9d.cn/xz/yy.php?id=1382745179
铁血拍档:并肩破局的燃魂对决,http://nn.7x9d.cn/xz/yy.php?id=1382736884
东北奇缘:江湖情缘,http://nn.7x9d.cn/xz/yy.php?id=1354936238
热血抗日电影,http://nn.7x9d.cn/xz/yy.php?id=1382749907
悬疑反转,直击真相,http://nn.7x9d.cn/xz/yy.php?id=1354930954
憨豆先生勇闯美国!,http://nn.7x9d.cn/xz/yy.php?id=1382745190
另类猪妖爆笑逆袭,http://nn.7x9d.cn/xz/yy.php?id=1354936155
悬疑武侠电影—九门,http://nn.7x9d.cn/xz/yy.php?id=1382828768
几米漫画改编,温暖你这个秋季,http://nn.7x9d.cn/xz/yy.php?id=1354936199
时代剧,黄土高天,http://nn.7x9d.cn/xz/yy.php?id=1414864180
贾玲春晚小品,http://nn.7x9d.cn/xz/yy.php?id=1382736720
PK地球神,http://nn.7x9d.cn/xz/yy.php?id=1382736872
真实揭露全球军火贸易的黑暗史诗,http://nn.7x9d.cn/xz/yy.php?id=1354932409
美好生活欢乐送:喜剧大咖解锁美好生活,http://nn.7x9d.cn/xz/yy.php?id=1382736853
法国版《家有儿女》治愈所有不开心,http://nn.7x9d.cn/xz/yy.php?id=1382851137
老牌经典喜剧-笨贼妙探,http://nn.7x9d.cn/xz/yy.php?id=1354932405
致命武器3,http://nn.7x9d.cn/xz/yy.php?id=1382749918
冰层覆盖地球,人类如何生存,http://nn.7x9d.cn/xz/yy.php?id=1382735573
天龙八部 线路2,http://nn.7x9d.cn/xz/yy.php?id=1355067965
喜剧爱情电影:不期而遇,http://nn.7x9d.cn/xz/yy.php?id=1382745181
陈意涵主演全新结局步步惊心,http://nn.7x9d.cn/xz/yy.php?id=1382745092
燕双鹰猎鹰,http://nn.7x9d.cn/xz/yy.php?id=1414812324
古惑仔二十年后再聚首,http://nn.7x9d.cn/xz/yy.php?id=1354936217
吴彦祖张静初再合作,http://nn.7x9d.cn/xz/yy.php?id=1382735561
电影兴风作浪系列播放,http://nn.7x9d.cn/xz/yy.php?id=1382736857
名不虚传-韩剧,http://nn.7x9d.cn/xz/yy.php?id=1382749904
先锋之那时青春-热血年代,http://nn.7x9d.cn/xz/yy.php?id=1382736833
什么是教科书级的演技?,http://nn.7x9d.cn/xz/yy.php?id=1354936181
女医明妃传,http://nn.7x9d.cn/xz/yy.php?id=1382736861
九龙不败-警匪动作片,http://nn.7x9d.cn/xz/yy.php?id=1354933556
新木乃伊:古埃及公主复活的灾难对决,http://nn.7x9d.cn/xz/yy.php?id=1354936169
A级保镖上演死亡任务,http://nn.7x9d.cn/xz/yy.php?id=1354936221
谁的童年记忆?经典音乐之声,http://nn.7x9d.cn/xz/yy.php?id=1382735559
爱情片合集-童梦奇缘,http://nn.7x9d.cn/xz/yy.php?id=1354926622
大饭店:浮华饭店里的人情冷暖,http://nn.7x9d.cn/xz/yy.php?id=1382745099
大台风,http://nn.7x9d.cn/xz/yy.php?id=1382735583
拳拳到肉,搏击燃情,http://nn.7x9d.cn/xz/yy.php?id=1382736870
颠覆秩序的声浪狂潮,http://nn.7x9d.cn/xz/yy.php?id=1354932426
老夫少妻搞笑忘年恋,http://nn.7x9d.cn/xz/yy.php?id=1354932391
机械战警1-3,http://nn.7x9d.cn/xz/yy.php?id=1382736854
超能世界观,http://nn.7x9d.cn/xz/yy.php?id=1382736917
功夫小子进城,http://nn.7x9d.cn/xz/yy.php?id=1382749890
学生兵,http://nn.7x9d.cn/xz/yy.php?id=1354658003
疯狂一家秀,http://nn.7x9d.cn/xz/yy.php?id=1382736715
太空生命?高分科幻电影开播,http://nn.7x9d.cn/xz/yy.php?id=1382851586
搬山道人之落天荒,http://nn.7x9d.cn/xz/yy.php?id=1382736916
迷宫终章:解药争夺与人性抉择,http://nn.7x9d.cn/xz/yy.php?id=1382749953
笑傲江湖-电视剧,http://nn.7x9d.cn/xz/yy.php?id=1354936128
古人踢足球,爆笑仙球大战,http://nn.7x9d.cn/xz/yy.php?id=1354930945
TVB力作:团圆,http://nn.7x9d.cn/xz/yy.php?id=1382745094
我的家人听不见,但我的爱你会听见,http://nn.7x9d.cn/xz/yy.php?id=1354936178
笨贼一箩筐,笑出腹肌!,http://nn.7x9d.cn/xz/yy.php?id=1382741640
重启,http://nn.7x9d.cn/xz/yy.php?id=1354888736
嗜血巨狼突袭人类,http://nn.7x9d.cn/xz/yy.php?id=1382735560
致敬不屈的抗日英雄,http://nn.7x9d.cn/xz/yy.php?id=1382736817
毒力觉醒的异能逆袭狂潮,http://nn.7x9d.cn/xz/yy.php?id=1354926735
papi酱主演,北漂生活中的爱情与梦想,http://nn.7x9d.cn/xz/yy.php?id=1382745124
最佳下饭小甜剧,暖心暖胃,http://nn.7x9d.cn/xz/yy.php?id=1382741637
程序员用AI复活挚爱,http://nn.7x9d.cn/xz/yy.php?id=1382749911
天龙八部(国语版),http://nn.7x9d.cn/xz/yy.php?id=1382736855
巾帼枭雄之义海豪情,http://nn.7x9d.cn/xz/yy.php?id=1382736859
暴君画家的情人,http://nn.7x9d.cn/xz/yy.php?id=1382736920
封神:祸商,http://nn.7x9d.cn/xz/yy.php?id=1354932407
90年代爱情经典必看,http://nn.7x9d.cn/xz/yy.php?id=1382736893
还原英雄最后的壮烈!,http://nn.7x9d.cn/xz/yy.php?id=1354930984
傲娇千金惹人醉,http://nn.7x9d.cn/xz/yy.php?id=1382851602
终结者2:审判日,http://nn.7x9d.cn/xz/yy.php?id=1382851148
拔刀定乾坤:浪客剑心,http://nn.7x9d.cn/xz/yy.php?id=1354936210
许光汉主演喜剧大片,http://nn.7x9d.cn/xz/yy.php?id=1382736825
子弹已上膛,http://nn.7x9d.cn/xz/yy.php?id=1459963003
闫妮主演-轻松都市喜剧,http://nn.7x9d.cn/xz/yy.php?id=1382749888
在殡仪馆发生的奇葩囧事,http://nn.7x9d.cn/xz/yy.php?id=1354936214
牧野诡事之赤丹珠,http://nn.7x9d.cn/xz/yy.php?id=1382736863
洪熙官之魔门妖女,http://nn.7x9d.cn/xz/yy.php?id=1354889015
当爸爸变成我兄弟?,http://nn.7x9d.cn/xz/yy.php?id=1382749912
辣警狂花2,http://nn.7x9d.cn/xz/yy.php?id=1382745110
高分经典动作片,http://nn.7x9d.cn/xz/yy.php?id=1382749944
浪客剑心:京都大火篇——野心家颠覆天下,http://nn.7x9d.cn/xz/yy.php?id=1382745090
杨千嬅陈奕迅上演爱情喜剧,http://nn.7x9d.cn/xz/yy.php?id=1354936160
热烈的玫瑰,http://nn.7x9d.cn/xz/yy.php?id=1382736798
最佳时机:命运转角的最佳抉择与奔赴,http://nn.7x9d.cn/xz/yy.php?id=1354936207
废柴少女逆袭,http://nn.7x9d.cn/xz/yy.php?id=1354932441
守护千年雄关,http://nn.7x9d.cn/xz/yy.php?id=1354936228
小和尚勇闯都市-小和尚大当家,http://nn.7x9d.cn/xz/yy.php?id=1382736874
返乡青年撞破村中隐秘——村里有情况,http://nn.7x9d.cn/xz/yy.php?id=1382749940
不一样的花木兰传奇,http://nn.7x9d.cn/xz/yy.php?id=1354930903
梅艳芳主演喜剧电影,http://nn.7x9d.cn/xz/yy.php?id=1382735627
狼叔终章,为守护变种人殊死一搏,http://nn.7x9d.cn/xz/yy.php?id=1382736913
悬疑剧-河神,http://nn.7x9d.cn/xz/yy.php?id=1353413683
正邪边缘搅动的江湖风云,http://nn.7x9d.cn/xz/yy.php?id=1382735566
高分动作片——创可贴,http://nn.7x9d.cn/xz/yy.php?id=1382735568
无间归途,http://nn.7x9d.cn/xz/yy.php?id=1382735571
浪客剑心:传说的完结篇,http://nn.7x9d.cn/xz/yy.php?id=1382736820
硬汉搭档扫黑,致命武器2,http://nn.7x9d.cn/xz/yy.php?id=1382736865
武状元落魄,神谕指引丐帮逆袭,http://nn.7x9d.cn/xz/yy.php?id=1382736882
西雅图未眠夜,http://nn.7x9d.cn/xz/yy.php?id=1354936231
无双花木兰,http://nn.7x9d.cn/xz/yy.php?id=1382749917
冒牌大保镖——三流团队乌龙喜剧,http://nn.7x9d.cn/xz/yy.php?id=1382735581
红包骗局:大红包,http://nn.7x9d.cn/xz/yy.php?id=1354936157
上古神墓觉醒——神墓,http://nn.7x9d.cn/xz/yy.php?id=1354936195
生活真是笑料百出,http://nn.7x9d.cn/xz/yy.php?id=1382736844
30分钟极速反恐,http://nn.7x9d.cn/xz/yy.php?id=1382749910
几代人的恩怨与坚守——古道叭嗒楼,http://nn.7x9d.cn/xz/yy.php?id=1354930927
致敬民族气节!,http://nn.7x9d.cn/xz/yy.php?id=1354926643
奇幻冒险电影:凯斯宾王子的魔法征途,http://nn.7x9d.cn/xz/yy.php?id=1354926671
文化生活,#genre#
单挑荒野第一季,http://nn.7x9d.cn/xz/yy.php?id=1354933535
易中天品三国,http://nn.7x9d.cn/xz/yy.php?id=1354931498
中国味道 第4季-美食纪录片,http://nn.7x9d.cn/xz/yy.php?id=1382736845
大家车言论,http://nn.7x9d.cn/xz/yy.php?id=1382570702
农家小菜,http://nn.7x9d.cn/xz/yy.php?id=1382736894
密子君,http://nn.7x9d.cn/xz/yy.php?id=1382736717
老广的味道 第3季-美食纪录片,http://nn.7x9d.cn/xz/yy.php?id=1382735565
舌尖上的中国第2季,http://nn.7x9d.cn/xz/yy.php?id=1354930943
舌尖上的中国第一季,http://nn.7x9d.cn/xz/yy.php?id=1354930952
田园生活,http://nn.7x9d.cn/xz/yy.php?id=1382736898
老广的味道-美食之旅,http://nn.7x9d.cn/xz/yy.php?id=1354932375
来看修牛蹄,http://nn.7x9d.cn/xz/yy.php?id=1382749887
带你领略四季的变化,http://nn.7x9d.cn/xz/yy.php?id=1354930816
动物宝宝大盘点-大波可爱动物来袭,http://nn.7x9d.cn/xz/yy.php?id=1382736723
百家讲坛――之明太祖朱元璋,http://nn.7x9d.cn/xz/yy.php?id=1354936149
动物世界-领略原始野性,http://nn.7x9d.cn/xz/yy.php?id=1382743138
一分钟学道菜,http://nn.7x9d.cn/xz/yy.php?id=1382736901
探秘自然奇境-纪录片合集,http://nn.7x9d.cn/xz/yy.php?id=1382749913
百家讲坛-红楼梦篇,http://nn.7x9d.cn/xz/yy.php?id=1382741639
揭秘!经典传奇背后的未解之谜,http://nn.7x9d.cn/xz/yy.php?id=1382736912
国家地理音乐风光纪录片,http://nn.7x9d.cn/xz/yy.php?id=1382749951
BBC纪录片之王:地球无限,http://nn.7x9d.cn/xz/yy.php?id=1382735625
经典传奇2018,http://nn.7x9d.cn/xz/yy.php?id=1382745184
未来中国,http://nn.7x9d.cn/xz/yy.php?id=1354932429
小人国——介子鬼城,http://nn.7x9d.cn/xz/yy.php?id=1382749950
经典传奇2018 线路2,http://nn.7x9d.cn/xz/yy.php?id=1382745189
笔墨传情,致敬经典——妙墨中国心,http://nn.7x9d.cn/xz/yy.php?id=1382745178
探险纪录片:荒野垂钓,http://nn.7x9d.cn/xz/yy.php?id=1382745111
时间的答卷第二季,http://nn.7x9d.cn/xz/yy.php?id=1382745106
史上最赞的延时摄影,http://nn.7x9d.cn/xz/yy.php?id=1354658051
其他频道,#genre#
小蓉儿 正在直播,http://nn.7x9d.cn/xz/yy.php?id=1351762426
雯子:随缘 正在直播,http://nn.7x9d.cn/xz/yy.php?id=1456829119
小美美 正在直播,http://nn.7x9d.cn/xz/yy.php?id=1354143966
YY用户,http://nn.7x9d.cn/xz/yy.php?id=1382736885
YY用户 线路2,http://nn.7x9d.cn/xz/yy.php?id=1382736810
大家都在看的电视剧,http://nn.7x9d.cn/xz/yy.php?id=1354930964
YY用户 线路3,http://nn.7x9d.cn/xz/yy.php?id=1382735572
快来呀好剧在等你,http://nn.7x9d.cn/xz/yy.php?id=1331686180
YY用户 线路4,http://nn.7x9d.cn/xz/yy.php?id=1382736886
迷糊不迷糊 正在直播,http://nn.7x9d.cn/xz/yy.php?id=1461931969
新主播,求照顾,http://nn.7x9d.cn/xz/yy.php?id=1382690406
小太阳 正在直播,http://nn.7x9d.cn/xz/yy.php?id=29067083
YY用户 线路5,http://nn.7x9d.cn/xz/yy.php?id=1382736808
甜心 正在直播,http://nn.7x9d.cn/xz/yy.php?id=1454732419
啊咧,http://nn.7x9d.cn/xz/yy.php?id=1459243913
YY用户 线路6,http://nn.7x9d.cn/xz/yy.php?id=1382736818
YY用户 线路7,http://nn.7x9d.cn/xz/yy.php?id=1382736888
小宝让你乐翻天:6到9集,http://nn.7x9d.cn/xz/yy.php?id=1354930971
欢乐一起看,http://nn.7x9d.cn/xz/yy.php?id=1354930926
YY用户 线路8,http://nn.7x9d.cn/xz/yy.php?id=1382735578
YY用户 线路9,http://nn.7x9d.cn/xz/yy.php?id=1382736975
YY用户 线路10,http://nn.7x9d.cn/xz/yy.php?id=1382745085
YY用户 线路11,http://nn.7x9d.cn/xz/yy.php?id=1382736890
YY用户 线路12,http://nn.7x9d.cn/xz/yy.php?id=1382736842
YY用户 线路13,http://nn.7x9d.cn/xz/yy.php?id=1382736910
YY用户 线路14,http://nn.7x9d.cn/xz/yy.php?id=1382736805
你的回忆有我吗,http://nn.7x9d.cn/xz/yy.php?id=1354889024
YY用户 线路15,http://nn.7x9d.cn/xz/yy.php?id=1382745117
YY用户 线路16,http://nn.7x9d.cn/xz/yy.php?id=1382745084
YY用户 线路17,http://nn.7x9d.cn/xz/yy.php?id=1382736834
YY用户 线路18,http://nn.7x9d.cn/xz/yy.php?id=1382736838
进来 陪你看电视,http://nn.7x9d.cn/xz/yy.php?id=1353518742
YY用户 线路19,http://nn.7x9d.cn/xz/yy.php?id=1382745093
陪你一起看好剧,http://nn.7x9d.cn/xz/yy.php?id=1354932359
打王者 看电影,http://nn.7x9d.cn/xz/yy.php?id=1460889796
YY用户 线路20,http://nn.7x9d.cn/xz/yy.php?id=1382735553
YY用户 线路21,http://nn.7x9d.cn/xz/yy.php?id=1382745103
YY用户 线路22,http://nn.7x9d.cn/xz/yy.php?id=1382745113
YY用户 线路23,http://nn.7x9d.cn/xz/yy.php?id=1382736918
YY用户 线路24,http://nn.7x9d.cn/xz/yy.php?id=1382736807
YY用户 线路25,http://nn.7x9d.cn/xz/yy.php?id=1382745182
YY用户 线路26,http://nn.7x9d.cn/xz/yy.php?id=1382735579
什么会让你快乐,http://nn.7x9d.cn/xz/yy.php?id=54886912
YY用户 线路27,http://nn.7x9d.cn/xz/yy.php?id=1382736887
影视小艺,http://nn.7x9d.cn/xz/yy.php?id=1382737886
每天都要快乐哦!,http://nn.7x9d.cn/xz/yy.php?id=1354930909
24小时不停播,http://nn.7x9d.cn/xz/yy.php?id=25642497
欢迎光临,http://nn.7x9d.cn/xz/yy.php?id=1355532933
YY用户 线路28,http://nn.7x9d.cn/xz/yy.php?id=1382736819
体验另一种生活!,http://nn.7x9d.cn/xz/yy.php?id=1354936229
播放影视为主,http://nn.7x9d.cn/xz/yy.php?id=1353454489
YY用户 线路29,http://nn.7x9d.cn/xz/yy.php?id=1382736869
YY用户 线路30,http://nn.7x9d.cn/xz/yy.php?id=1382736852
YY用户 线路31,http://nn.7x9d.cn/xz/yy.php?id=1382735545
